Fondsposition per,"03.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"TMUS","T MOBILE US INC","Kommunikation","Aktien","59.666.890,14","0,13","59.666.890,14","494.013,00","120,78","Vereinigte Staaten","NASDAQ","USD"
"SO","SOUTHERN","Versorger","Aktien","59.616.771,00","0,13","59.616.771,00","860.892,00","69,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AIR","AIRBUS GROUP","Industrie","Aktien","58.996.778,97","0,13","58.996.778,97","462.847,00","127,46","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SHW","SHERWIN WILLIAMS","Materialien","Aktien","58.405.600,11","0,12","58.405.600,11","202.917,00","287,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FIS","FIDELITY NATIONAL INFORMATION SERV","IT","Aktien","57.053.008,95","0,12","57.053.008,95","494.265,00","115,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BAS","BASF N","Materialien","Aktien","56.416.413,60","0,12","56.416.413,60","732.250,00","77,05","Deutschland","Xetra","EUR"
"EL","ESTEE LAUDER INC CLASS A","Nichtzyklische Konsumgüter","Aktien","55.840.766,40","0,12","55.840.766,40","184.220,00","303,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Aktien","55.834.216,20","0,12","55.834.216,20","436.580,00","127,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NSC","NORFOLK SOUTHERN CORP","Industrie","Aktien","55.812.728,64","0,12","55.812.728,64","202.352,00","275,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Aktien","55.632.818,63","0,12","55.632.818,63","115.183,00","483,00","Schweiz","SIX Swiss Exchange","CHF"
"BHP","BHP GROUP LTD","Materialien","Aktien","55.429.042,09","0,12","55.429.042,09","1.686.282,00","32,87","Australien","London Stock Exchange","GBP"
"8035","TOKYO ELECTRON LTD","IT","Aktien","55.000.617,96","0,12","55.000.617,96","114.480,00","480,44","Japan","Tokyo Stock Exchange","JPY"
"UBSG","UBS GROUP AG","Financials","Aktien","55.004.154,49","0,12","55.004.154,49","2.684.045,00","20,49","Schweiz","SIX Swiss Exchange","CHF"
"CL","COLGATE-PALMOLIVE","Nichtzyklische Konsumgüter","Aktien","54.771.065,58","0,12","54.771.065,58","662.046,00","82,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6098","RECRUIT HOLDINGS LTD","Industrie","Aktien","54.734.388,79","0,12","54.734.388,79","1.091.600,00","50,14","Japan","Tokyo Stock Exchange","JPY"
"GM","GENERAL MOTORS","Zyklische Konsumgüter ","Aktien","54.430.314,60","0,12","54.430.314,60","1.024.860,00","53,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EW","EDWARDS LIFESCIENCES CORP","Gesundheitsversorgung","Aktien","53.989.139,03","0,12","53.989.139,03","483.817,00","111,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MBG","MERCEDES-BENZ GROUP N AG","Zyklische Konsumgüter ","Aktien","53.737.818,84","0,11","53.737.818,84","675.365,00","79,57","Deutschland","Xetra","EUR"
"IBE","IBERDROLA SA","Versorger","Aktien","53.631.014,24","0,11","53.631.014,24","4.743.753,00","11,31","Spanien","Bolsa De Madrid","EUR"
"DTE","DEUTSCHE TELEKOM N AG","Kommunikation","Aktien","52.779.079,17","0,11","52.779.079,17","2.670.507,00","19,76","Deutschland","Xetra","EUR"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Aktien","52.677.635,54","0,11","52.677.635,54","2.639.920,00","19,95","Australien","Asx - All Markets","AUD"
"D","DOMINION ENERGY INC","Versorger","Aktien","52.669.542,61","0,11","52.669.542,61","650.161,00","81,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Aktien","52.437.864,93","0,11","52.437.864,93","353.617,00","148,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PGR","PROGRESSIVE CORP","Financials","Aktien","52.415.318,20","0,11","52.415.318,20","477.806,00","109,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CP","CANADIAN PACIFIC RAILWAY LTD","Industrie","Aktien","52.296.838,20","0,11","52.296.838,20","735.718,00","71,08","Kanada","Toronto Stock Exchange","CAD"
"SAN","BANCO SANTANDER SA","Financials","Aktien","51.882.322,05","0,11","51.882.322,05","13.774.190,00","3,77","Spanien","Bolsa De Madrid","EUR"
"EOG","EOG RESOURCES INC","Energie","Aktien","51.430.760,46","0,11","51.430.760,46","460.107,00","111,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EQIX","EQUINIX REIT INC","Immobilien","Aktien","51.394.394,81","0,11","51.394.394,81","72.091,00","712,91","Vereinigte Staaten","NASDAQ","USD"
"ENEL","ENEL","Versorger","Aktien","51.110.629,62","0,11","51.110.629,62","6.603.506,00","7,74","Italien","Borsa Italiana","EUR"
"VRTX","VERTEX PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","50.222.006,25","0,11","50.222.006,25","206.039,00","243,75","Vereinigte Staaten","NASDAQ","USD"
"FISV","FISERV INC","IT","Aktien","49.862.962,48","0,11","49.862.962,48","469.166,00","106,28","Vereinigte Staaten","NASDAQ","USD"
"FDX","FEDEX CORP","Industrie","Aktien","49.826.323,80","0,11","49.826.323,80","201.465,00","247,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AON","AON PLC CLASS A","Financials","Aktien","49.799.862,00","0,11","49.799.862,00","180.108,00","276,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CS","AXA SA","Financials","Aktien","49.732.015,64","0,11","49.732.015,64","1.541.593,00","32,26","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"4063","SHIN ETSU CHEMICAL LTD","Materialien","Aktien","49.668.230,25","0,11","49.668.230,25","295.757,00","167,94","Japan","Tokyo Stock Exchange","JPY"
"REGN","REGENERON PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","49.553.406,84","0,11","49.553.406,84","79.836,00","620,69","Vereinigte Staaten","NASDAQ","USD"
"WM","WASTE MANAGEMENT INC","Industrie","Aktien","49.509.740,16","0,11","49.509.740,16","338.112,00","146,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energie","Aktien","49.480.434,33","0,11","49.480.434,33","937.489,00","52,78","Kanada","Toronto Stock Exchange","CAD"
"ETN","EATON PLC","Industrie","Aktien","49.370.397,66","0,11","49.370.397,66","314.802,00","156,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materialien","Aktien","49.234.050,80","0,11","49.234.050,80","175.285,00","280,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HCA","HCA HEALTHCARE INC","Gesundheitsversorgung","Aktien","48.982.734,76","0,10","48.982.734,76","203.366,00","240,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"REL","RELX PLC","Industrie","Aktien","48.901.639,03","0,10","48.901.639,03","1.584.827,00","30,86","Vereinigtes Königreich","London Stock Exchange","GBP"
"388","HONG KONG EXCHANGES AND CLEARING L","Financials","Aktien","48.857.767,61","0,10","48.857.767,61","868.507,00","56,25","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"DG","VINCI SA","Industrie","Aktien","48.838.445,63","0,10","48.838.445,63","438.404,00","111,40","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ATVI","ACTIVISION BLIZZARD INC","Kommunikation","Aktien","48.462.668,00","0,10","48.462.668,00","613.840,00","78,95","Vereinigte Staaten","NASDAQ","USD"
"DPW","DEUTSCHE POST AG","Industrie","Aktien","48.457.865,19","0,10","48.457.865,19","793.452,00","61,07","Deutschland","Xetra","EUR"
"INGA","ING GROEP NV","Financials","Aktien","47.708.019,21","0,10","47.708.019,21","3.160.741,00","15,09","Niederlande","Euronext Amsterdam","EUR"
"BSX","BOSTON SCIENTIFIC CORP","Gesundheitsversorgung","Aktien","47.013.019,13","0,10","47.013.019,13","1.103.333,00","42,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Aktien","46.587.487,34","0,10","46.587.487,34","362.217,00","128,62","Kanada","Toronto Stock Exchange","CAD"
"KER","KERING SA","Zyklische Konsumgüter ","Aktien","46.498.753,85","0,10","46.498.753,85","61.762,00","752,87","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AAL","ANGLO AMERICAN PLC","Materialien","Aktien","46.144.808,50","0,10","46.144.808,50","1.022.394,00","45,13","Vereinigtes Königreich","London Stock Exchange","GBP"
"EMR","EMERSON ELECTRIC","Industrie","Aktien","46.131.190,82","0,10","46.131.190,82","477.598,00","96,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BAYN","BAYER AG","Gesundheitsversorgung","Aktien","46.008.373,23","0,10","46.008.373,23","760.883,00","60,47","Deutschland","Xetra","EUR"
"RKT","RECKITT BENCKISER GROUP PLC","Nichtzyklische Konsumgüter","Aktien","45.871.249,54","0,10","45.871.249,54","562.913,00","81,49","Vereinigtes Königreich","London Stock Exchange","GBP"
"HUM","HUMANA INC","Gesundheitsversorgung","Aktien","45.529.030,83","0,10","45.529.030,83","106.823,00","426,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MCO","MOODYS CORP","Financials","Aktien","45.383.602,40","0,10","45.383.602,40","133.340,00","340,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KLAC","KLA CORP","IT","Aktien","45.234.711,36","0,10","45.234.711,36","121.052,00","373,68","Vereinigte Staaten","NASDAQ","USD"
"ABBN","ABB LTD","Industrie","Aktien","45.115.563,82","0,10","45.115.563,82","1.304.419,00","34,59","Schweiz","SIX Swiss Exchange","CHF"
"NOC","NORTHROP GRUMMAN CORP","Industrie","Aktien","45.054.945,49","0,10","45.054.945,49","120.529,00","373,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FCX","FREEPORT MCMORAN INC","Materialien","Aktien","45.007.125,40","0,10","45.007.125,40","1.178.197,00","38,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EL","ESSILORLUXOTTICA SA","Zyklische Konsumgüter ","Aktien","44.593.589,04","0,10","44.593.589,04","227.209,00","196,27","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"PSA","PUBLIC STORAGE REIT","Immobilien","Aktien","44.337.832,99","0,09","44.337.832,99","120.703,00","367,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MRNA","MODERNA INC","Gesundheitsversorgung","Aktien","44.306.011,95","0,09","44.306.011,95","270.241,00","163,95","Vereinigte Staaten","NASDAQ","USD"
"GLEN","GLENCORE PLC","Materialien","Aktien","44.286.024,15","0,09","44.286.024,15","8.128.138,00","5,45","Vereinigtes Königreich","London Stock Exchange","GBP"
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING","Financials","Aktien","44.173.496,21","0,09","44.173.496,21","2.282.432,00","19,35","Australien","Asx - All Markets","AUD"
"MRVL","MARVELL TECHNOLOGY INC","IT","Aktien","43.800.146,41","0,09","43.800.146,41","638.207,00","68,63","Vereinigte Staaten","NASDAQ","USD"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Aktien","43.669.441,25","0,09","43.669.441,25","2.898.928,00","15,06","Australien","Asx - All Markets","AUD"
"NXPI","NXP SEMICONDUCTORS NV","IT","Aktien","43.624.883,00","0,09","43.624.883,00","219.950,00","198,34","Vereinigte Staaten","NASDAQ","USD"
"ILMN","ILLUMINA INC","Gesundheitsversorgung","Aktien","42.999.642,92","0,09","42.999.642,92","120.562,00","356,66","Vereinigte Staaten","NASDAQ","USD"
"ISP","INTESA SANPAOLO","Financials","Aktien","42.687.753,38","0,09","42.687.753,38","13.705.280,00","3,11","Italien","Borsa Italiana","EUR"
"SNOW","SNOWFLAKE CLASS A","IT","Aktien","42.084.298,50","0,09","42.084.298,50","164.225,00","256,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9984","SOFTBANK GROUP CORP","Kommunikation","Aktien","41.929.046,43","0,09","41.929.046,43","927.322,00","45,22","Japan","Tokyo Stock Exchange","JPY"
"IFX","INFINEON TECHNOLOGIES AG","IT","Aktien","41.915.865,26","0,09","41.915.865,26","1.054.941,00","39,73","Deutschland","Xetra","EUR"
"NG.","NATIONAL GRID PLC","Versorger","Aktien","41.731.323,48","0,09","41.731.323,48","2.794.895,00","14,93","Vereinigtes Königreich","London Stock Exchange","GBP"
"ADS","ADIDAS N AG","Zyklische Konsumgüter ","Aktien","41.518.488,82","0,09","41.518.488,82","150.109,00","276,59","Deutschland","Xetra","EUR"
"MPC","MARATHON PETROLEUM CORP","Energie","Aktien","41.468.895,99","0,09","41.468.895,99","538.767,00","76,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Aktien","40.918.021,02","0,09","40.918.021,02","673.326,00","60,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9433","KDDI CORP","Kommunikation","Aktien","40.887.170,90","0,09","40.887.170,90","1.256.750,00","32,53","Japan","Tokyo Stock Exchange","JPY"
"SLB","SCHLUMBERGER NV","Energie","Aktien","40.860.811,02","0,09","40.860.811,02","1.059.119,00","38,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Aktien","40.686.519,78","0,09","40.686.519,78","683.922,00","59,49","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrie","Aktien","40.611.854,64","0,09","40.611.854,64","589.603,00","68,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ADSK","AUTODESK INC","IT","Aktien","40.292.711,68","0,09","40.292.711,68","169.468,00","237,76","Vereinigte Staaten","NASDAQ","USD"
"MET","METLIFE INC","Financials","Aktien","40.032.358,34","0,09","40.032.358,34","591.058,00","67,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Aktien","39.956.981,13","0,09","39.956.981,13","55.077.653,00","0,73","Vereinigtes Königreich","London Stock Exchange","GBP"
"NEM","NEWMONT","Materialien","Aktien","39.672.262,80","0,08","39.672.262,80","641.946,00","61,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7741","HOYA CORP","Gesundheitsversorgung","Aktien","39.547.954,39","0,08","39.547.954,39","300.123,00","131,77","Japan","Tokyo Stock Exchange","JPY"
"LONN","LONZA GROUP AG","Gesundheitsversorgung","Aktien","39.490.775,64","0,08","39.490.775,64","57.928,00","681,72","Schweiz","SIX Swiss Exchange","CHF"
"7974","NINTENDO LTD","Kommunikation","Aktien","39.280.809,00","0,08","39.280.809,00","80.377,00","488,71","Japan","Tokyo Stock Exchange","JPY"
"XLNX","XILINX INC","IT","Aktien","39.270.137,20","0,08","39.270.137,20","193.592,00","202,85","Vereinigte Staaten","NASDAQ","USD"
"6367","DAIKIN INDUSTRIES LTD","Industrie","Aktien","39.207.905,48","0,08","39.207.905,48","198.449,00","197,57","Japan","Tokyo Stock Exchange","JPY"
"D05","DBS GROUP HOLDINGS LTD","Financials","Aktien","39.056.535,81","0,08","39.056.535,81","1.470.309,00","26,56","Singapur","Singapore Exchange","SGD"
"8316","SUMITOMO MITSUI FINANCIAL GROUP IN","Financials","Aktien","38.921.900,62","0,08","38.921.900,62","1.071.378,00","36,33","Japan","Tokyo Stock Exchange","JPY"
"SIKA","SIKA AG","Materialien","Aktien","38.870.409,21","0,08","38.870.409,21","112.847,00","344,45","Schweiz","SIX Swiss Exchange","CHF"
"TRP","TC ENERGY CORP","Energie","Aktien","38.828.898,51","0,08","38.828.898,51","764.105,00","50,82","Kanada","Toronto Stock Exchange","CAD"
"CNC","CENTENE CORP","Gesundheitsversorgung","Aktien","38.508.086,54","0,08","38.508.086,54","472.318,00","81,53","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VOD","VODAFONE GROUP PLC","Kommunikation","Aktien","38.416.939,99","0,08","38.416.939,99","21.129.601,00","1,82","Vereinigtes Königreich","London Stock Exchange","GBP"
"IQV","IQVIA HOLDINGS INC","Gesundheitsversorgung","Aktien","38.390.904,93","0,08","38.390.904,93","153.447,00","250,19","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6501","HITACHI LTD","Industrie","Aktien","38.339.449,69","0,08","38.339.449,69","752.736,00","50,93","Japan","Tokyo Stock Exchange","JPY"
"BARC","BARCLAYS PLC","Financials","Aktien","38.307.694,76","0,08","38.307.694,76","13.766.035,00","2,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"GD","GENERAL DYNAMICS CORP","Industrie","Aktien","38.262.101,29","0,08","38.262.101,29","180.337,00","212,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROP","ROPER TECHNOLOGIES INC","Industrie","Aktien","38.051.991,60","0,08","38.051.991,60","82.460,00","461,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DG","DOLLAR GENERAL CORP","Zyklische Konsumgüter ","Aktien","37.992.833,89","0,08","37.992.833,89","184.997,00","205,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","IT","Aktien","37.939.809,18","0,08","37.939.809,18","440.853,00","86,06","Vereinigte Staaten","NASDAQ","USD"
"TEL","TE CONNECTIVITY LTD","IT","Aktien","37.844.402,10","0,08","37.844.402,10","260.457,00","145,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PXD","PIONEER NATURAL RESOURCE","Energie","Aktien","37.763.166,24","0,08","37.763.166,24","169.524,00","222,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KMB","KIMBERLY CLARK CORP","Nichtzyklische Konsumgüter","Aktien","37.747.365,44","0,08","37.747.365,44","276.578,00","136,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ABI","ANHEUSER BUSCH INBEV SA","Nichtzyklische Konsumgüter","Aktien","37.558.213,94","0,08","37.558.213,94","603.916,00","62,19","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"HPQ","HP INC","IT","Aktien","37.530.343,84","0,08","37.530.343,84","994.972,00","37,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RI","PERNOD RICARD SA","Nichtzyklische Konsumgüter","Aktien","37.416.225,31","0,08","37.416.225,31","170.682,00","219,22","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ORLY","OREILLY AUTOMOTIVE INC","Zyklische Konsumgüter ","Aktien","37.341.557,76","0,08","37.341.557,76","56.537,00","660,48","Vereinigte Staaten","NASDAQ","USD"
"APH","AMPHENOL CORP CLASS A","IT","Aktien","37.316.374,87","0,08","37.316.374,87","471.941,00","79,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ECL","ECOLAB INC","Materialien","Aktien","37.169.763,84","0,08","37.169.763,84","196.416,00","189,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MSCI","MSCI INC","Financials","Aktien","37.112.272,97","0,08","37.112.272,97","68.687,00","540,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7267","HONDA MOTOR LTD","Zyklische Konsumgüter ","Aktien","36.947.234,43","0,08","36.947.234,43","1.230.450,00","30,03","Japan","Tokyo Stock Exchange","JPY"
"MQG","MACQUARIE GROUP LTD DEF","Financials","Aktien","36.911.466,81","0,08","36.911.466,81","272.501,00","135,45","Australien","Asx - All Markets","AUD"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Aktien","36.683.139,07","0,08","36.683.139,07","323.513,00","113,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DOW","DOW INC","Materialien","Aktien","36.538.574,98","0,08","36.538.574,98","596.938,00","61,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PANW","PALO ALTO NETWORKS INC","IT","Aktien","36.336.411,13","0,08","36.336.411,13","73.793,00","492,41","Vereinigte Staaten","NASDAQ","USD"
"SU","SUNCOR ENERGY INC","Energie","Aktien","36.319.995,98","0,08","36.319.995,98","1.241.439,00","29,26","Kanada","Toronto Stock Exchange","CAD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Zyklische Konsumgüter ","Aktien","36.044.470,83","0,08","36.044.470,83","222.483,00","162,01","Vereinigte Staaten","NASDAQ","USD"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Aktien","35.734.139,50","0,08","35.734.139,50","114.246,00","312,78","Deutschland","Xetra","EUR"
"IDXX","IDEXX LABORATORIES INC","Gesundheitsversorgung","Aktien","35.631.601,35","0,08","35.631.601,35","66.113,00","538,95","Vereinigte Staaten","NASDAQ","USD"
"INFO","IHS MARKIT LTD","Industrie","Aktien","35.586.833,22","0,08","35.586.833,22","306.018,00","116,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"A","AGILENT TECHNOLOGIES INC","Gesundheitsversorgung","Aktien","35.535.835,17","0,08","35.535.835,17","250.623,00","141,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
